No.,Time,Source,Destination,Protocol,Length
418,2025-04-10 15:19:23.586112,N/A,N/A,TCP,1514
419,2025-04-10 15:19:23.586112,N/A,N/A,TCP,1514
420,2025-04-10 15:19:23.586112,N/A,N/A,TCP,1514
421,2025-04-10 15:19:23.586112,N/A,N/A,TCP,1514
422,2025-04-10 15:19:23.586112,N/A,N/A,TCP,1514
423,2025-04-10 15:19:23.586112,N/A,N/A,TCP,1514
424,2025-04-10 15:19:23.586112,N/A,N/A,TCP,1514
425,2025-04-10 15:19:23.586112,N/A,N/A,TCP,1514
426,2025-04-10 15:19:23.586184,N/A,N/A,TCP,74
427,2025-04-10 15:19:23.586357,N/A,N/A,TCP,1514
428,2025-04-10 15:19:23.586357,N/A,N/A,TCP,1514
429,2025-04-10 15:19:23.586357,N/A,N/A,TCP,5834
430,2025-04-10 15:19:23.586357,N/A,N/A,TCP,618
431,2025-04-10 15:19:23.586357,N/A,N/A,TCP,1514
432,2025-04-10 15:19:23.586386,N/A,N/A,TCP,74
433,2025-04-10 15:19:23.586421,N/A,N/A,TCP,23114
434,2025-04-10 15:19:23.586441,N/A,N/A,TCP,74
435,2025-04-10 15:19:23.586468,N/A,N/A,TCP,7274
436,2025-04-10 15:19:23.586483,N/A,N/A,TCP,74
437,2025-04-10 15:19:23.590550,N/A,N/A,TCP,1514
438,2025-04-10 15:19:23.590550,N/A,N/A,TCP,1514
439,2025-04-10 15:19:23.590550,N/A,N/A,TCP,1514
440,2025-04-10 15:19:23.590592,N/A,N/A,TCP,74
441,2025-04-10 15:19:23.590654,N/A,N/A,TCP,5834
442,2025-04-10 15:19:23.590671,N/A,N/A,TCP,74
443,2025-04-10 15:19:23.590697,N/A,N/A,TCP,2954
444,2025-04-10 15:19:23.590709,N/A,N/A,TCP,74
445,2025-04-10 15:19:23.591085,N/A,N/A,TCP,970
446,2025-04-10 15:19:23.591085,N/A,N/A,TCP,4394
447,2025-04-10 15:19:23.591112,N/A,N/A,TCP,74
448,2025-04-10 15:19:23.591240,N/A,N/A,TCP,704
449,2025-04-10 15:19:23.591247,N/A,N/A,TCP,74
450,2025-04-10 15:19:26.776171,N/A,N/A,TCP,117
451,2025-04-10 15:19:26.791649,N/A,N/A,TCP,74
452,2025-04-10 15:19:26.901526,N/A,N/A,TCP,114
453,2025-04-10 15:19:26.942362,N/A,N/A,TCP,74
454,2025-04-10 15:19:27.223458,192.168.29.1,224.0.0.1,,50
455,2025-04-10 15:19:27.233928,192.168.29.73,148.113.20.116,TCP,55
456,2025-04-10 15:19:27.278451,148.113.20.116,192.168.29.73,TCP,66
457,2025-04-10 15:19:28.026573,N/A,N/A,,142
458,2025-04-10 15:19:28.273390,192.168.29.73,224.0.0.22,,62
459,2025-04-10 15:19:28.875349,N/A,N/A,TCP,1294
460,2025-04-10 15:19:28.875349,N/A,N/A,TCP,1294
461,2025-04-10 15:19:28.875349,N/A,N/A,TCP,1294
462,2025-04-10 15:19:28.875349,N/A,N/A,TCP,1294
463,2025-04-10 15:19:28.875349,N/A,N/A,TCP,1294
464,2025-04-10 15:19:28.875349,N/A,N/A,TCP,1294
465,2025-04-10 15:19:28.875349,N/A,N/A,TCP,1294
466,2025-04-10 15:19:28.875349,N/A,N/A,TCP,158
467,2025-04-10 15:19:28.875415,N/A,N/A,TCP,74
468,2025-04-10 15:19:28.878625,N/A,N/A,TCP,1294
469,2025-04-10 15:19:28.878625,N/A,N/A,TCP,1294
470,2025-04-10 15:19:28.878625,N/A,N/A,TCP,1294
471,2025-04-10 15:19:28.878625,N/A,N/A,TCP,1294
472,2025-04-10 15:19:28.878625,N/A,N/A,TCP,936
473,2025-04-10 15:19:28.878674,N/A,N/A,TCP,74
474,2025-04-10 15:19:28.895743,N/A,N/A,TCP,1294
475,2025-04-10 15:19:28.895743,N/A,N/A,TCP,1294
476,2025-04-10 15:19:28.895743,N/A,N/A,TCP,1294
477,2025-04-10 15:19:28.895743,N/A,N/A,TCP,1294
478,2025-04-10 15:19:28.895743,N/A,N/A,TCP,1294
479,2025-04-10 15:19:28.895793,N/A,N/A,TCP,74
480,2025-04-10 15:19:28.897912,N/A,N/A,TCP,17154
481,2025-04-10 15:19:28.897912,N/A,N/A,TCP,1270
482,2025-04-10 15:19:28.897912,N/A,N/A,TCP,3734
483,2025-04-10 15:19:28.897912,N/A,N/A,TCP,726
484,2025-04-10 15:19:28.897912,N/A,N/A,TCP,2514
485,2025-04-10 15:19:28.897912,N/A,N/A,TCP,516
486,2025-04-10 15:19:28.897912,N/A,N/A,TCP,1294
487,2025-04-10 15:19:28.897989,N/A,N/A,TCP,74
488,2025-04-10 15:19:28.898063,N/A,N/A,TCP,1294
489,2025-04-10 15:19:28.898063,N/A,N/A,TCP,1145
490,2025-04-10 15:19:28.898079,N/A,N/A,TCP,74
491,2025-04-10 15:19:28.903229,N/A,N/A,UDP,105
492,2025-04-10 15:19:28.903501,N/A,N/A,UDP,105
493,2025-04-10 15:19:28.903889,N/A,N/A,UDP,105
494,2025-04-10 15:19:28.908921,N/A,N/A,UDP,171
495,2025-04-10 15:19:28.910757,N/A,N/A,UDP,159
496,2025-04-10 15:19:28.913654,N/A,N/A,UDP,233
497,2025-04-10 15:19:28.914836,N/A,N/A,UDP,1292
498,2025-04-10 15:19:28.914977,N/A,N/A,UDP,1292
499,2025-04-10 15:19:28.923848,N/A,N/A,TCP,74
500,2025-04-10 15:19:28.924506,N/A,N/A,UDP,102
501,2025-04-10 15:19:28.924506,N/A,N/A,UDP,1292
502,2025-04-10 15:19:28.929044,N/A,N/A,TCP,98
503,2025-04-10 15:19:28.929086,N/A,N/A,TCP,74
504,2025-04-10 15:19:28.930118,N/A,N/A,TCP,74
505,2025-04-10 15:19:28.938954,N/A,N/A,UDP,1292
506,2025-04-10 15:19:28.939461,N/A,N/A,TCP,86
507,2025-04-10 15:19:28.949047,N/A,N/A,UDP,1292
508,2025-04-10 15:19:28.949047,N/A,N/A,TCP,86
509,2025-04-10 15:19:28.949131,N/A,N/A,TCP,74
510,2025-04-10 15:19:28.949796,N/A,N/A,TCP,1514
511,2025-04-10 15:19:28.949796,N/A,N/A,TCP,725
512,2025-04-10 15:19:28.957590,N/A,N/A,TCP,86
513,2025-04-10 15:19:28.957590,N/A,N/A,TCP,74
514,2025-04-10 15:19:28.973737,N/A,N/A,UDP,1292
515,2025-04-10 15:19:28.980325,N/A,N/A,UDP,1292
516,2025-04-10 15:19:28.991467,N/A,N/A,UDP,1292
517,2025-04-10 15:19:28.992975,N/A,N/A,UDP,1292
518,2025-04-10 15:19:28.993169,N/A,N/A,UDP,145
519,2025-04-10 15:19:28.993273,N/A,N/A,UDP,129
520,2025-04-10 15:19:28.993553,N/A,N/A,UDP,1121
521,2025-04-10 15:19:29.001168,N/A,N/A,UDP,1292
522,2025-04-10 15:19:29.001168,N/A,N/A,UDP,186
523,2025-04-10 15:19:29.001442,N/A,N/A,UDP,94
524,2025-04-10 15:19:29.025645,N/A,N/A,TCP,286
525,2025-04-10 15:19:29.025911,N/A,N/A,TCP,138
526,2025-04-10 15:19:29.033347,N/A,N/A,TCP,74
527,2025-04-10 15:19:29.033347,N/A,N/A,TCP,692
528,2025-04-10 15:19:29.073576,N/A,N/A,TCP,74
529,2025-04-10 15:19:29.122306,N/A,N/A,UDP,840
530,2025-04-10 15:19:29.153690,N/A,N/A,UDP,98
531,2025-04-10 15:19:29.154716,192.168.29.73,35.174.127.31,TCP,295
532,2025-04-10 15:19:29.162356,N/A,N/A,UDP,684
533,2025-04-10 15:19:29.162649,N/A,N/A,UDP,95
534,2025-04-10 15:19:29.192393,N/A,N/A,UDP,86
535,2025-04-10 15:19:29.468470,35.174.127.31,192.168.29.73,TCP,54
536,2025-04-10 15:19:29.468470,35.174.127.31,192.168.29.73,TCP,318
537,2025-04-10 15:19:29.514043,192.168.29.73,35.174.127.31,TCP,54
538,2025-04-10 15:19:29.767093,192.168.29.73,224.0.0.22,,54
539,2025-04-10 15:19:32.150417,N/A,N/A,TCP,2514
540,2025-04-10 15:19:32.150471,N/A,N/A,TCP,74
541,2025-04-10 15:19:32.150618,N/A,N/A,TCP,1294
542,2025-04-10 15:19:32.151292,N/A,N/A,TCP,7394
543,2025-04-10 15:19:32.151342,N/A,N/A,TCP,74
544,2025-04-10 15:19:32.151463,N/A,N/A,TCP,2514
545,2025-04-10 15:19:32.151463,N/A,N/A,TCP,998
546,2025-04-10 15:19:32.151509,N/A,N/A,TCP,74
547,2025-04-10 15:19:32.156574,N/A,N/A,TCP,3734
548,2025-04-10 15:19:32.156614,N/A,N/A,TCP,74
549,2025-04-10 15:19:32.158125,N/A,N/A,TCP,6174
550,2025-04-10 15:19:32.158125,N/A,N/A,TCP,368
551,2025-04-10 15:19:32.158185,N/A,N/A,TCP,74
552,2025-04-10 15:19:32.164339,N/A,N/A,TCP,2514
553,2025-04-10 15:19:32.164399,N/A,N/A,TCP,74
554,2025-04-10 15:19:32.164658,N/A,N/A,TCP,4954
555,2025-04-10 15:19:32.164716,N/A,N/A,TCP,74
556,2025-04-10 15:19:32.164942,N/A,N/A,TCP,3734
557,2025-04-10 15:19:32.165002,N/A,N/A,TCP,74
558,2025-04-10 15:19:32.165111,N/A,N/A,TCP,2514
559,2025-04-10 15:19:32.165111,N/A,N/A,TCP,998
560,2025-04-10 15:19:32.165164,N/A,N/A,TCP,74
561,2025-04-10 15:19:32.170658,N/A,N/A,TCP,7394
562,2025-04-10 15:19:32.170703,N/A,N/A,TCP,74
563,2025-04-10 15:19:32.170819,N/A,N/A,TCP,2514
564,2025-04-10 15:19:32.170856,N/A,N/A,TCP,74
565,2025-04-10 15:19:32.171104,N/A,N/A,TCP,957
566,2025-04-10 15:19:32.171158,N/A,N/A,TCP,74
567,2025-04-10 15:19:33.396075,N/A,N/A,UDP,103
568,2025-04-10 15:19:33.396362,N/A,N/A,UDP,103
569,2025-04-10 15:19:33.396534,N/A,N/A,UDP,103
570,2025-04-10 15:19:33.402427,N/A,N/A,UDP,241
571,2025-04-10 15:19:33.404176,N/A,N/A,UDP,233
572,2025-04-10 15:19:33.404176,N/A,N/A,UDP,246
573,2025-04-10 15:19:33.404887,N/A,N/A,TCP,86
574,2025-04-10 15:19:33.411232,N/A,N/A,TCP,86
575,2025-04-10 15:19:33.411294,N/A,N/A,TCP,74
576,2025-04-10 15:19:33.411728,N/A,N/A,TCP,1418
577,2025-04-10 15:19:33.411728,N/A,N/A,TCP,846
578,2025-04-10 15:19:33.419457,N/A,N/A,TCP,344
579,2025-04-10 15:19:33.419931,N/A,N/A,TCP,154
580,2025-04-10 15:19:33.420193,N/A,N/A,TCP,883
581,2025-04-10 15:19:33.427218,N/A,N/A,TCP,74
582,2025-04-10 15:19:33.427218,N/A,N/A,TCP,74
583,2025-04-10 15:19:33.428099,N/A,N/A,TCP,377
584,2025-04-10 15:19:33.452522,N/A,N/A,TCP,14474
585,2025-04-10 15:19:33.452581,N/A,N/A,TCP,74
586,2025-04-10 15:19:33.452706,N/A,N/A,TCP,1514
587,2025-04-10 15:19:33.452706,N/A,N/A,TCP,640
588,2025-04-10 15:19:33.452706,N/A,N/A,TCP,5834
589,2025-04-10 15:19:33.452760,N/A,N/A,TCP,74
590,2025-04-10 15:19:33.452846,N/A,N/A,TCP,4394
591,2025-04-10 15:19:33.452875,N/A,N/A,TCP,74
592,2025-04-10 15:19:33.453021,N/A,N/A,TCP,2954
593,2025-04-10 15:19:33.453074,N/A,N/A,TCP,74
594,2025-04-10 15:19:33.453183,N/A,N/A,TCP,2954
595,2025-04-10 15:19:33.453183,N/A,N/A,TCP,640
596,2025-04-10 15:19:33.453183,N/A,N/A,TCP,4394
597,2025-04-10 15:19:33.453231,N/A,N/A,TCP,74
598,2025-04-10 15:19:33.453337,N/A,N/A,TCP,7274
599,2025-04-10 15:19:33.453381,N/A,N/A,TCP,74
600,2025-04-10 15:19:33.453497,N/A,N/A,TCP,7274
601,2025-04-10 15:19:33.453548,N/A,N/A,TCP,74
602,2025-04-10 15:19:33.453611,N/A,N/A,TCP,1032
603,2025-04-10 15:19:33.453611,N/A,N/A,TCP,2954
604,2025-04-10 15:19:33.453630,N/A,N/A,TCP,74
605,2025-04-10 15:19:33.453757,N/A,N/A,TCP,4394
606,2025-04-10 15:19:33.453783,N/A,N/A,TCP,74
607,2025-04-10 15:19:33.453875,N/A,N/A,TCP,1514
608,2025-04-10 15:19:33.455075,N/A,N/A,TCP,1514
609,2025-04-10 15:19:33.455114,N/A,N/A,TCP,74
610,2025-04-10 15:19:33.459685,N/A,N/A,TCP,2954
611,2025-04-10 15:19:33.459728,N/A,N/A,TCP,74
612,2025-04-10 15:19:33.459779,N/A,N/A,TCP,5834
613,2025-04-10 15:19:33.459793,N/A,N/A,TCP,74
614,2025-04-10 15:19:33.459966,N/A,N/A,TCP,2954
615,2025-04-10 15:19:33.459987,N/A,N/A,TCP,74
616,2025-04-10 15:19:33.460037,N/A,N/A,TCP,2954
617,2025-04-10 15:19:33.460055,N/A,N/A,TCP,74
618,2025-04-10 15:19:33.460086,N/A,N/A,TCP,2954
619,2025-04-10 15:19:33.460096,N/A,N/A,TCP,74
620,2025-04-10 15:19:33.460151,N/A,N/A,TCP,2954
621,2025-04-10 15:19:33.460171,N/A,N/A,TCP,74
622,2025-04-10 15:19:33.460246,N/A,N/A,TCP,2954
623,2025-04-10 15:19:33.460269,N/A,N/A,TCP,74
624,2025-04-10 15:19:33.460299,N/A,N/A,TCP,2954
625,2025-04-10 15:19:33.460310,N/A,N/A,TCP,74
626,2025-04-10 15:19:33.460359,N/A,N/A,TCP,2954
627,2025-04-10 15:19:33.460374,N/A,N/A,TCP,74
628,2025-04-10 15:19:33.460405,N/A,N/A,TCP,1514
629,2025-04-10 15:19:33.460446,N/A,N/A,TCP,1514
630,2025-04-10 15:19:33.460460,N/A,N/A,TCP,74
631,2025-04-10 15:19:33.460486,N/A,N/A,TCP,2954
632,2025-04-10 15:19:33.460499,N/A,N/A,TCP,74
633,2025-04-10 15:19:33.460583,N/A,N/A,TCP,1514
634,2025-04-10 15:19:33.460624,N/A,N/A,TCP,2954
635,2025-04-10 15:19:33.460637,N/A,N/A,TCP,74
636,2025-04-10 15:19:33.460677,N/A,N/A,TCP,2954
637,2025-04-10 15:19:33.460689,N/A,N/A,TCP,74
638,2025-04-10 15:19:33.460716,N/A,N/A,TCP,1514
639,2025-04-10 15:19:33.460725,N/A,N/A,TCP,74
640,2025-04-10 15:19:33.460762,N/A,N/A,TCP,1514
641,2025-04-10 15:19:33.460812,N/A,N/A,TCP,2954
642,2025-04-10 15:19:33.460824,N/A,N/A,TCP,74
643,2025-04-10 15:19:33.461046,N/A,N/A,TCP,2954
644,2025-04-10 15:19:33.461073,N/A,N/A,TCP,74
645,2025-04-10 15:19:33.461121,N/A,N/A,TCP,5834
646,2025-04-10 15:19:33.461136,N/A,N/A,TCP,74
647,2025-04-10 15:19:33.461205,N/A,N/A,TCP,1514
648,2025-04-10 15:19:33.461220,N/A,N/A,TCP,74
649,2025-04-10 15:19:33.461304,N/A,N/A,TCP,2954
650,2025-04-10 15:19:33.461321,N/A,N/A,TCP,74
651,2025-04-10 15:19:33.461353,N/A,N/A,TCP,2954
652,2025-04-10 15:19:33.461363,N/A,N/A,TCP,74
653,2025-04-10 15:19:33.461385,N/A,N/A,TCP,1514
654,2025-04-10 15:19:33.462039,N/A,N/A,TCP,2954
655,2025-04-10 15:19:33.462067,N/A,N/A,TCP,74
656,2025-04-10 15:19:33.462116,N/A,N/A,TCP,5834
657,2025-04-10 15:19:33.462127,N/A,N/A,TCP,74
658,2025-04-10 15:19:33.462199,N/A,N/A,TCP,2954
659,2025-04-10 15:19:33.462213,N/A,N/A,TCP,74
660,2025-04-10 15:19:33.462245,N/A,N/A,TCP,1514
661,2025-04-10 15:19:33.462253,N/A,N/A,TCP,74
662,2025-04-10 15:19:33.462355,N/A,N/A,TCP,2954
663,2025-04-10 15:19:33.462369,N/A,N/A,TCP,74
664,2025-04-10 15:19:33.462408,N/A,N/A,TCP,2954
665,2025-04-10 15:19:33.462420,N/A,N/A,TCP,74
666,2025-04-10 15:19:33.462450,N/A,N/A,TCP,2954
667,2025-04-10 15:19:33.462460,N/A,N/A,TCP,74
668,2025-04-10 15:19:33.462738,N/A,N/A,TCP,2954
669,2025-04-10 15:19:33.462754,N/A,N/A,TCP,74
670,2025-04-10 15:19:33.463554,N/A,N/A,TCP,2954
671,2025-04-10 15:19:33.463580,N/A,N/A,TCP,74
672,2025-04-10 15:19:33.463627,N/A,N/A,TCP,4394
673,2025-04-10 15:19:33.463640,N/A,N/A,TCP,74
674,2025-04-10 15:19:33.463664,N/A,N/A,TCP,2954
675,2025-04-10 15:19:33.463674,N/A,N/A,TCP,74
676,2025-04-10 15:19:33.463753,N/A,N/A,TCP,1514
677,2025-04-10 15:19:33.463769,N/A,N/A,TCP,74
678,2025-04-10 15:19:33.463856,N/A,N/A,TCP,4394
679,2025-04-10 15:19:33.463874,N/A,N/A,TCP,74
680,2025-04-10 15:19:33.463926,N/A,N/A,TCP,2954
681,2025-04-10 15:19:33.463940,N/A,N/A,TCP,74
682,2025-04-10 15:19:33.463975,N/A,N/A,TCP,2954
683,2025-04-10 15:19:33.463985,N/A,N/A,TCP,74
684,2025-04-10 15:19:33.464011,N/A,N/A,TCP,1514
685,2025-04-10 15:19:33.464018,N/A,N/A,TCP,74
686,2025-04-10 15:19:33.464074,N/A,N/A,TCP,1514
687,2025-04-10 15:19:33.464224,N/A,N/A,TCP,2954
688,2025-04-10 15:19:33.464241,N/A,N/A,TCP,74
689,2025-04-10 15:19:33.464290,N/A,N/A,TCP,1514
690,2025-04-10 15:19:33.464303,N/A,N/A,TCP,74
691,2025-04-10 15:19:33.464464,N/A,N/A,TCP,2954
692,2025-04-10 15:19:33.464485,N/A,N/A,TCP,74
693,2025-04-10 15:19:33.464526,N/A,N/A,TCP,5834
694,2025-04-10 15:19:33.464544,N/A,N/A,TCP,74
695,2025-04-10 15:19:33.464736,N/A,N/A,TCP,2954
696,2025-04-10 15:19:33.464760,N/A,N/A,TCP,74
697,2025-04-10 15:19:33.467644,N/A,N/A,TCP,2954
698,2025-04-10 15:19:33.467684,N/A,N/A,TCP,74
699,2025-04-10 15:19:33.467739,N/A,N/A,TCP,1514
700,2025-04-10 15:19:33.467923,N/A,N/A,TCP,618
701,2025-04-10 15:19:33.467941,N/A,N/A,TCP,74
702,2025-04-10 15:19:33.473128,N/A,N/A,TCP,2954
703,2025-04-10 15:19:33.473169,N/A,N/A,TCP,74
704,2025-04-10 15:19:33.473229,N/A,N/A,TCP,5834
705,2025-04-10 15:19:33.473250,N/A,N/A,TCP,74
706,2025-04-10 15:19:33.473386,N/A,N/A,TCP,8714
707,2025-04-10 15:19:33.473409,N/A,N/A,TCP,74
708,2025-04-10 15:19:33.473475,N/A,N/A,TCP,2954
709,2025-04-10 15:19:33.473509,N/A,N/A,TCP,74
710,2025-04-10 15:19:33.473543,N/A,N/A,TCP,4394
711,2025-04-10 15:19:33.473554,N/A,N/A,TCP,74
712,2025-04-10 15:19:33.473575,N/A,N/A,TCP,1514
713,2025-04-10 15:19:33.473585,N/A,N/A,TCP,74
714,2025-04-10 15:19:33.473603,N/A,N/A,TCP,2954
715,2025-04-10 15:19:33.473609,N/A,N/A,TCP,74
716,2025-04-10 15:19:33.473632,N/A,N/A,TCP,1514
717,2025-04-10 15:19:33.473847,N/A,N/A,TCP,4394
718,2025-04-10 15:19:33.473865,N/A,N/A,TCP,74
719,2025-04-10 15:19:33.473911,N/A,N/A,TCP,5834
720,2025-04-10 15:19:33.473922,N/A,N/A,TCP,74
721,2025-04-10 15:19:33.473942,N/A,N/A,TCP,2954
722,2025-04-10 15:19:33.473951,N/A,N/A,TCP,74
723,2025-04-10 15:19:33.474041,N/A,N/A,TCP,2954
724,2025-04-10 15:19:33.474056,N/A,N/A,TCP,74
725,2025-04-10 15:19:33.474105,N/A,N/A,TCP,1514
726,2025-04-10 15:19:33.474298,N/A,N/A,TCP,4394
727,2025-04-10 15:19:33.474317,N/A,N/A,TCP,74
728,2025-04-10 15:19:33.474358,N/A,N/A,TCP,1514
729,2025-04-10 15:19:33.474399,N/A,N/A,TCP,2954
730,2025-04-10 15:19:33.474411,N/A,N/A,TCP,74
731,2025-04-10 15:19:33.474470,N/A,N/A,TCP,2954
732,2025-04-10 15:19:33.474481,N/A,N/A,TCP,74
733,2025-04-10 15:19:33.474510,N/A,N/A,TCP,970
734,2025-04-10 15:19:33.474516,N/A,N/A,TCP,74
735,2025-04-10 15:19:33.476534,N/A,N/A,TCP,2954
736,2025-04-10 15:19:33.476573,N/A,N/A,TCP,74
737,2025-04-10 15:19:33.476625,N/A,N/A,TCP,1514
738,2025-04-10 15:19:33.476779,N/A,N/A,TCP,2954
739,2025-04-10 15:19:33.476805,N/A,N/A,TCP,74
740,2025-04-10 15:19:33.476846,N/A,N/A,TCP,2954
741,2025-04-10 15:19:33.476846,N/A,N/A,TCP,618
742,2025-04-10 15:19:33.476846,N/A,N/A,TCP,1514
743,2025-04-10 15:19:33.476868,N/A,N/A,TCP,74
744,2025-04-10 15:19:33.476980,N/A,N/A,TCP,4394
745,2025-04-10 15:19:33.476998,N/A,N/A,TCP,74
746,2025-04-10 15:19:33.477051,N/A,N/A,TCP,2954
747,2025-04-10 15:19:33.477068,N/A,N/A,TCP,74
748,2025-04-10 15:19:33.477098,N/A,N/A,TCP,2954
749,2025-04-10 15:19:33.477108,N/A,N/A,TCP,74
750,2025-04-10 15:19:33.477212,N/A,N/A,TCP,2954
751,2025-04-10 15:19:33.477227,N/A,N/A,TCP,74
752,2025-04-10 15:19:33.477261,N/A,N/A,TCP,4394
753,2025-04-10 15:19:33.477271,N/A,N/A,TCP,74
754,2025-04-10 15:19:33.477360,N/A,N/A,TCP,4394
755,2025-04-10 15:19:33.477378,N/A,N/A,TCP,74
756,2025-04-10 15:19:33.477675,N/A,N/A,TCP,1514
757,2025-04-10 15:19:33.480139,N/A,N/A,TCP,2954
758,2025-04-10 15:19:33.480159,N/A,N/A,TCP,74
759,2025-04-10 15:19:33.480206,N/A,N/A,TCP,2954
760,2025-04-10 15:19:33.480217,N/A,N/A,TCP,74
761,2025-04-10 15:19:33.480241,N/A,N/A,TCP,1514
762,2025-04-10 15:19:33.480249,N/A,N/A,TCP,74
763,2025-04-10 15:19:33.480338,N/A,N/A,TCP,4394
764,2025-04-10 15:19:33.480356,N/A,N/A,TCP,74
765,2025-04-10 15:19:33.480473,N/A,N/A,TCP,2954
766,2025-04-10 15:19:33.480491,N/A,N/A,TCP,74
767,2025-04-10 15:19:33.480522,N/A,N/A,TCP,1514
768,2025-04-10 15:19:33.480535,N/A,N/A,TCP,74
769,2025-04-10 15:19:33.480639,N/A,N/A,TCP,5834
770,2025-04-10 15:19:33.480657,N/A,N/A,TCP,74
771,2025-04-10 15:19:33.480690,N/A,N/A,TCP,2954
772,2025-04-10 15:19:33.480699,N/A,N/A,TCP,74
773,2025-04-10 15:19:33.480893,N/A,N/A,TCP,4394
774,2025-04-10 15:19:33.480908,N/A,N/A,TCP,74
775,2025-04-10 15:19:33.480955,N/A,N/A,TCP,970
776,2025-04-10 15:19:33.480955,N/A,N/A,TCP,1514
777,2025-04-10 15:19:33.480970,N/A,N/A,TCP,74
778,2025-04-10 15:19:33.480997,N/A,N/A,TCP,1514
779,2025-04-10 15:19:33.481006,N/A,N/A,TCP,74
780,2025-04-10 15:19:33.481489,N/A,N/A,TCP,1388
781,2025-04-10 15:19:33.533529,N/A,N/A,TCP,74
782,2025-04-10 15:19:33.771803,192.168.29.73,224.0.0.22,,54
783,2025-04-10 15:19:37.278339,192.168.29.73,148.113.20.116,TCP,55
784,2025-04-10 15:19:37.322921,148.113.20.116,192.168.29.73,TCP,66
785,2025-04-10 15:19:37.433926,N/A,N/A,,86
786,2025-04-10 15:19:38.944178,N/A,N/A,TCP,74
787,2025-04-10 15:19:38.944397,N/A,N/A,TCP,74
788,2025-04-10 15:19:38.948676,N/A,N/A,TCP,98
789,2025-04-10 15:19:38.948676,N/A,N/A,TCP,74
790,2025-04-10 15:19:38.948739,N/A,N/A,TCP,74
791,2025-04-10 15:19:38.951625,N/A,N/A,TCP,74
792,2025-04-10 15:19:38.951659,N/A,N/A,TCP,74
793,2025-04-10 15:19:39.285272,N/A,N/A,,142
794,2025-04-10 15:19:42.442907,N/A,N/A,,86
795,2025-04-10 15:19:42.442983,N/A,N/A,,86
796,2025-04-10 15:19:43.347384,N/A,N/A,TCP,86
797,2025-04-10 15:19:43.354388,N/A,N/A,TCP,86
798,2025-04-10 15:19:43.354449,N/A,N/A,TCP,74
799,2025-04-10 15:19:43.354885,N/A,N/A,TCP,1418
800,2025-04-10 15:19:43.354885,N/A,N/A,TCP,846
801,2025-04-10 15:19:43.363627,N/A,N/A,TCP,344
802,2025-04-10 15:19:43.364073,N/A,N/A,TCP,154
803,2025-04-10 15:19:43.364328,N/A,N/A,TCP,883
804,2025-04-10 15:19:43.370581,N/A,N/A,TCP,74
805,2025-04-10 15:19:43.370581,N/A,N/A,TCP,74
806,2025-04-10 15:19:43.376388,N/A,N/A,TCP,377
807,2025-04-10 15:19:43.405882,N/A,N/A,TCP,1514
808,2025-04-10 15:19:43.405882,N/A,N/A,TCP,843
809,2025-04-10 15:19:43.405882,N/A,N/A,TCP,1514
810,2025-04-10 15:19:43.405882,N/A,N/A,TCP,1514
811,2025-04-10 15:19:43.405882,N/A,N/A,TCP,1192
812,2025-04-10 15:19:43.405931,N/A,N/A,TCP,74
813,2025-04-10 15:19:43.422500,N/A,N/A,TCP,1514
814,2025-04-10 15:19:43.422500,N/A,N/A,TCP,1514
815,2025-04-10 15:19:43.422500,N/A,N/A,TCP,1514
816,2025-04-10 15:19:43.422500,N/A,N/A,TCP,1514
817,2025-04-10 15:19:43.422500,N/A,N/A,TCP,1514
818,2025-04-10 15:19:43.422500,N/A,N/A,TCP,1514
819,2025-04-10 15:19:43.422500,N/A,N/A,TCP,1514
820,2025-04-10 15:19:43.422500,N/A,N/A,TCP,1514
821,2025-04-10 15:19:43.422500,N/A,N/A,TCP,4394
822,2025-04-10 15:19:43.422500,N/A,N/A,TCP,640
823,2025-04-10 15:19:43.422500,N/A,N/A,TCP,2954
824,2025-04-10 15:19:43.422579,N/A,N/A,TCP,74
825,2025-04-10 15:19:43.424915,N/A,N/A,TCP,5834
826,2025-04-10 15:19:43.424967,N/A,N/A,TCP,74
827,2025-04-10 15:19:43.425043,N/A,N/A,TCP,7274
828,2025-04-10 15:19:43.425043,N/A,N/A,TCP,640
829,2025-04-10 15:19:43.425043,N/A,N/A,TCP,34634
830,2025-04-10 15:19:43.425092,N/A,N/A,TCP,74
831,2025-04-10 15:19:43.430961,N/A,N/A,TCP,5834
832,2025-04-10 15:19:43.430961,N/A,N/A,TCP,1514
833,2025-04-10 15:19:43.430961,N/A,N/A,TCP,1514
834,2025-04-10 15:19:43.431019,N/A,N/A,TCP,74
835,2025-04-10 15:19:43.431099,N/A,N/A,TCP,1514
836,2025-04-10 15:19:43.431099,N/A,N/A,TCP,1514
837,2025-04-10 15:19:43.431099,N/A,N/A,TCP,1514
838,2025-04-10 15:19:43.431099,N/A,N/A,TCP,1514
839,2025-04-10 15:19:43.431099,N/A,N/A,TCP,1514
840,2025-04-10 15:19:43.431099,N/A,N/A,TCP,1514
841,2025-04-10 15:19:43.431099,N/A,N/A,TCP,1514
842,2025-04-10 15:19:43.431099,N/A,N/A,TCP,11594
843,2025-04-10 15:19:43.431133,N/A,N/A,TCP,74
844,2025-04-10 15:19:43.432315,N/A,N/A,TCP,1514
845,2025-04-10 15:19:43.432315,N/A,N/A,TCP,1514
